round_id,episode_id,episode_number,title,published_at,public_figure,participants,winners,is_tie,playable,confidence,spotify_url,audio_url
ko-101,101,,"Eleições: A farra da direita, o drama da esquerda e algumas dúvidas para 2026",2024-10-11T09:51:27-03:00,José Dirceu,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9130516685.mp3?updated=1728652334
ko-100,100,,Eleições e descalabros,2024-10-18T09:42:00-03:00,José Múcio,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.95,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2205609926.mp3?updated=1729861186
ko-99,99,,"As eleições, os Brics e a lama",2024-10-25T09:41:00-03:00,Valdemar Costa Neves,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1563120023.mp3?updated=1729861098
ko-98,98,,A ameaça à democracia e os assassinos de Marielle,2024-11-01T09:28:00-03:00,Jader Barbalho,Fernando de Barros e Silva; Ana Clara Costa; Marina Dias,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1616911722.mp3?updated=1730470912
ko-97,97,,"A vitória de Trump, um compêndio de horrores",2024-11-08T09:26:00-03:00,Valdemar Costa Neto,Fernando de Barros e Silva; Ana Clara Costa; Marina Dias,,false,false,0.95,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4435569884.mp3?updated=1731070948
ko-96,96,,"Bombas em Brasília, execução em São Paulo e o país do 6 x 1",2024-11-15T09:38:00-03:00,,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU3133837646.mp3?updated=1731676244
ko-95,95,,O golpe e a diplomacia,2024-11-22T09:57:00-03:00,Eduardo Paes,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8701016153.mp3?updated=1732281677
ko-94,94,,O cerco à rataria e o ajuste de Haddad,2024-11-29T10:18:00-03:00,Ricardo Salles,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2051933594.mp3?updated=1732887441
ko-93,93,,"Gastos, emendas e mortes",2024-12-06T10:22:00-03:00,Rogério Marinho,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9299705868.mp3?updated=1733492612
ko-92,92,,"A saúde de Lula, o país da gambiarra e os pobres de Milei",2024-12-13T10:03:00-03:00,Sérgio Moro,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2116811977.mp3?updated=1734550604
ko-91,91,,"Meio pacote, uma prisão, nenhuma anistia",2024-12-20T09:48:35-03:00,Ângelo Coronel,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8312020823.mp3?updated=1734699838
ko-88,88,,"O pix, as bets e o cessar-fogo",2025-01-17T10:30:00-03:00,Alexandre Padilha,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; João Batista Júnior,,false,false,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1740747122.mp3?updated=1737121922
ko-87,87,,Cruzada obscurantista e aceno ao nazismo: a volta de Trump,2025-01-24T09:24:00-03:00,Marcos Pontes,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4171389787.mp3?updated=1737722576
ko-86,86,,"Lula em baixa, Centrão em alta e deportações em massa",2025-01-31T09:40:00-03:00,Simone Tebet,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Fernando de Barros e Silva,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU3863048520.mp3?updated=1738327896
ko-85,85,,As ameaças de Trump e os problemas de Lula,2025-02-07T09:21:00-03:00,Ciro Nogueira,Fernando de Barros e Silva; Ana Clara Costa; Marina Dias,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU3213397832.mp3?updated=1738934248
ko-84,84,,"Lula reforma, Trump demole e golpistas se excitam",2025-02-14T09:30:00-03:00,Jilmar Tatto,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8685326817.mp3?updated=1739538489
ko-83,83,,O cerco a Bolsonaro e os dilemas de Lula,2025-02-21T09:56:00-03:00,Eduardo Pazuello,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4830418292.mp3?updated=1740143695
ko-82,82,,"A queda de Lula, o nó da segurança pública e a farra da extrema direita",2025-02-28T09:58:26-03:00,José Sarney,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4627590789.mp3?updated=1740748631
ko-81,81,,"O efeito Gleisi, a guerra da Ucrânia e a festa do Oscar",2025-03-07T09:58:00-03:00,Marconi Perillo,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4299069059.mp3?updated=1741352631
ko-80,80,,"Trump em crise, PT em disputa e assédio em questão",2025-03-14T10:46:00-03:00,,Fernando de Barros e Silva; Celso Rocha de Barros; Marina Dias,Marina Dias,false,false,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU3263782387.mp3?updated=1741960286
ko-79,79,,"Impostos, protestos e deportações",2025-03-21T10:06:00-03:00,Silas Malafaia,Fernando de Barros e Silva; Celso Rocha de Barros; Marina Dias,Celso Rocha de Barros,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1752898319.mp3?updated=1742563488
ko-78,78,,A denúncia de Bolsonaro e os planos de guerra de Trump,2025-03-30T14:30:00-03:00,Celso Amorim,Fernando de Barros e Silva; Celso Rocha de Barros; Marina Dias,,false,false,0.95,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU5448706214.mp3?updated=1743356122
ko-77,77,,A guerra comercial de Trump e outras batalhas brasileiras,2025-04-04T10:37:00-03:00,Helder Barbalho,Fernando de Barros e Silva; Marina Dias; Samuel Pessoa; Conrado Hübner Mendes; Samira Bueno,,false,false,0.92,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1078620735.mp3?updated=1743775451
ko-76,76,,"O centrão de Lula, a popcorn e o centrão da CBF",2025-04-11T09:39:00-03:00,Magno Malta,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; Alain de Abreu,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2697670724.mp3?updated=1744375444
ko-75,75,,"A anistia, o cerco de Trump às universidades e o caso Glauber",2025-04-18T09:23:00-03:00,Rui Falcão,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1422527726.mp3?updated=1744979846
ko-74,74,,"O calvário dos golpistas, a boa vida do centrão e a morte de Francisco",2025-04-25T09:54:00-03:00,Jaques Wagner,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9634157878.mp3?updated=1745585973
ko-73,73,,"A fraude do INSS, o acordão para os golpistas e o caos de Donald Trump",2025-05-02T09:38:00-03:00,André de Paula,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.79,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4408965727.mp3?updated=1746190535
ko-72,72,,"Habemus papa, golpistas e analfabetos",2025-05-09T10:14:00-03:00,Aldo Rebelo,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.91,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1132177355.mp3?updated=1746797400
ko-71,71,,"A diplomacia de Lula, os planos de Temer e o adeus a Mujica",2025-05-16T09:41:00-03:00,Aécio Neves,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Fernando de Barros e Silva,false,true,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2726557728.mp3?updated=1747400458
ko-70,70,,"Os militares no STF, as disputas no clã Bolsonaro e o terror em Gaza",2025-05-23T09:59:00-03:00,Davi Alcolumbre,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.93,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8695736359.mp3?updated=1748006421
ko-69,69,,"A boiada do Senado, o imbróglio do IOF e a farra das bets",2025-05-30T10:24:00-03:00,Pastor Sargento Isidório,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa; João Batista Júnior,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8513478695.mp3?updated=1748611804
ko-68,68,,"A foragida, o ajuste nas contas e os dois patetas",2025-06-06T09:33:00-03:00,Eduardo Cunha,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU5425217081.mp3?updated=1749214160
ko-67,67,,Cenas de um julgamento e a chanchada do Congresso,2025-06-13T09:44:00-03:00,Gil do Vigor,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9094683370.mp3?updated=1749820359
ko-66,66,,"A guerra de Israel, as batalhas de Lula e o golpe dos Bolsonaro",2025-06-20T09:05:00-03:00,Alexandre Frota,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1776979987.mp3?updated=1750422235
ko-65,65,,"Uma derrota histórica, o cessar-fogo e o tête-à-tête dos golpistas",2025-06-27T09:52:00-03:00,Marcelo Bretas,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7777399641.mp3?updated=1751030981
ko-64,64,,"A iniquidade tributária, um grito rouco na Paulista e um freio às redes sociais",2025-07-04T10:55:00-03:00,Michel Temer,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1274784376.mp3?updated=1751637646
ko-63,63,,O tarifaço e a jogatina,2025-07-11T10:18:00-03:00,Nelson Jobim,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa; João Batista Júnior,Celso Rocha de Barros,false,true,0.78,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6505309222.mp3?updated=1752241757
ko-62,62,,"A tarifa de Trump, o impasse da direita e a volta de Lula",2025-07-18T10:08:00-03:00,Eduardo Cunha,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9156084514.mp3?updated=1753925119
ko-61,61,,"A tornozeleira de Jair, as rachaduras do bolsonarismo e a barbárie das ruas",2025-07-25T13:45:00-03:00,Magno Malta,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Celso Rocha de Barros,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6395565751.mp3?updated=1753919397
ko-60,60,,Os inimigos do Brasil e o inimigo da humanidade,2025-08-01T09:28:00-03:00,Sostenes Cavalcante,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7900239956.mp3?updated=1754052558
ko-59,59,,A prisão de Bolsonaro e os sequestradores da democracia,2025-08-08T09:50:00-03:00,Guilherme Boulos,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Celso Rocha de Barros,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1529231324.mp3?updated=1754660463
ko-58,58,,"A reação ao tarifaço, o rescaldo do motim e o algoritmo da pedofilia",2025-08-15T10:03:00-03:00,Damares Alves,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,,false,false,0.82,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4900663745.mp3?updated=1755264257
ko-57,57,,"A família &$&%#£¥, a Magnitsky e o nó ambiental",2025-08-23T12:31:00-03:00,Ratinho Júnior,Fernando de Barros e Silva; Celso Rocha de Barros; Marina Dias; Bernardo Esteves,Celso Rocha de Barros,false,true,0.43,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9744602620.mp3?updated=1755963738
ko-56,56,,"A punição, a impunidade e a perseguição",2025-08-29T09:33:00-03:00,Cláudio Castro,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8537826840.mp3?updated=1756473697
ko-55,55,,As instituições funcionando e o centrão contra as instituições,2025-09-05T10:21:00-03:00,Cristiane Brasil,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4328186503.mp3?updated=1757078406
ko-53,53,,A condenação de Bolsonaro e o vexame de Fux,2025-09-12T10:15:00-03:00,Hélio Lopes,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2574607506.mp3?updated=1757684103
ko-52,52,,A direita e o PCC no país da impunidade,2025-09-19T09:36:00-03:00,Roberto Justus,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa; João Batista Júnior,,false,false,0.8,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9959012434.mp3?updated=1758287684
ko-51,51,,"O aceno de Trump, a derrota da blindagem e a tragédia de Gaza",2025-09-26T09:50:00-03:00,Marcos Pereira,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.95,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6135673813.mp3?updated=1758892640
ko-50,50,,"O avanço na tributação, as dúvidas em Gaza e as vítimas do metanol",2025-10-03T09:46:00-03:00,Júlia Zanatta,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2664638501.mp3?updated=1759497279
ko-49,49,,"O lobby do tigrinho, a retomada de Lula e a química com Trump",2025-10-10T09:57:00-03:00,Fabiano Contarato,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6346582903.mp3?updated=1760103060
ko-48,48,,O divórcio do centrão e o risco Trump,2025-10-17T10:43:00-03:00,Ricardo Nunes,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Ana Clara Costa,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2113408605.mp3?updated=1760709376
ko-47,47,,"Lula na Ásia, Valdemar na mira e a COP em apuros",2025-10-24T10:13:00-03:00,Rogério Corrêa,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; Bernardo Esteves,,false,false,0.79,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7739948892.mp3?updated=1761313301
ko-46,46,,"O massacre no Rio, Lula com Trump e Trump com Milei",2025-10-31T09:40:00-03:00,Paulo Gonê,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2622369028.mp3?updated=1761916147
ko-45,45,,O saldo da carnificina no Rio e a hora da verdade em Belém,2025-11-07T10:43:00-03:00,Marcos Duval,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; Bernardo Esteves,,false,false,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7643681582.mp3?updated=1762521866
ko-43,43,,O terrorismo da direita e boas novas em Belém,2025-11-25T15:44:00-03:00,Sérgio Moro,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; Bernardo Esteves,Fernando de Barros e Silva,false,true,0.94,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2834116842.mp3?updated=1763126740
ko-44,44,,As facções do crime e o clima quente em Belém,2025-11-25T15:44:00-03:00,Sérgio Moro,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros; Bernardo Esteves,Ana Clara Costa,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1428252453.mp3?updated=1763739457
ko-42,42,,"A prisão de Jair, o day after da direita e a hora de Messias, o Jorge",2025-11-28T09:43:00-03:00,Renan Santos,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8888701363.mp3?updated=1764335885
ko-41,41,,"Poderes em crise, quizilas no clã e o horror contra as mulheres",2025-12-05T10:04:00-03:00,Guilherme Derriti,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2191070364.mp3?updated=1764941632
ko-40,40,,"Golpe barato, advocacia cara e o preço dos Bolsonaro",2025-12-12T09:42:00-03:00,Wilson Witzel,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.9,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1075596292.mp3?updated=1765544846
ko-39,39,,"Vexame em Brasília, extremismo no Chile e desonra no Rio",2025-12-19T09:40:00-03:00,Júlio Lopes,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.66,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU3003600804.mp3?updated=1766149779
ko-37,37,,"Trump, o pirata do Caribe, e os piratas do Banco Master no Brasil",2026-01-09T09:07:00-03:00,Gustavo Gayer,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU2575879186.mp3?updated=1767963793
ko-36,36,,Os novos tentáculos do Master e os novos baianos de Lula,2026-01-16T09:08:00-03:00,Eduardo Girão,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6323367424.mp3?updated=1768566953
ko-35,35,,A crise no Supremo e os horrores de Trump,2026-01-23T09:46:00-03:00,Onyx Lorenzoni,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.94,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6677290283.mp3?updated=1769173664
ko-34,34,,"A vorcarização do STF, a direita sem Tarcísio e a SS de Trump",2026-01-30T09:23:00-03:00,,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU5075282264.mp3?updated=1769779019
ko-33,33,,"A conduta do STF, a  CPI do INSS e a eleição na Internet",2026-02-06T10:36:00-03:00,Janaína Paschoal,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.95,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU5712952748.mp3?updated=1770385025
ko-32,32,,"Toffoli sob suspeita, o vice de Lula e o fim da jornada 6x1",2026-02-13T10:37:00-03:00,Ciro Gomes,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Fernando de Barros e Silva,false,true,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7771402224.mp3?updated=1770991158
ko-31,31,,O Carnaval de Lula e Xandão e um lobby do agro na educação,2026-02-20T09:42:00-03:00,André Esteves,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7788717507.mp3?updated=1771593319
ko-10,10,,"Justiça para Marielle, limites para Trump e outros penduricalhos",2026-03-03T14:38:00-03:00,José Roberto Arruda,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.76,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU4870746252.mp3?updated=1772200153
ko-9,9,,Celular de Vorcaro expõe métodos mafiosos e cai como bomba no STF,2026-03-06T15:25:00-03:00,Romero Jucá,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1209815464.mp3?updated=1772808244
ko-8,8,,"A crise do Master, o Supremo e a sucessão presidencial",2026-03-13T09:30:00-03:00,Carlos Jordy,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.91,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8822917506.mp3?updated=1773406455
ko-7,7,,As conexões de Vorcaro e a agonia de Cuba,2026-03-20T09:20:00-03:00,Ciro Nogueira,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Fernando de Barros e Silva,false,true,0.93,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8058380959.mp3?updated=1774010835
ko-6,6,,"Bolsonaro avança, Ratinho recua e Cláudio Castro implode",2026-03-27T10:21:00-03:00,Paulo Skaff,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU7215303470.mp3?updated=1774618842
ko-5,5,,"A extrema direita, a direita extrema e as eleições",2026-04-03T09:27:00-03:00,Alexandre Ramagem,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU5534229917.mp3?updated=1775220753
ko-4,4,,O rachadão de Vorcaro e as dúvidas da sucessão,2026-04-10T10:04:00-03:00,Arthur do Val,Fernando de Barros e Silva; Celso Rocha de Barros; Ana Clara Costa,Celso Rocha de Barros,false,true,0.89,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8120377361.mp3?updated=1776105277
ko-3,3,,"O relatório da CPI, a candidatura do PSDB e a eleição na Hungria",2026-04-17T10:07:00-03:00,Pablo Marçal,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Fernando de Barros e Silva,false,true,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1680164015.mp3?updated=1776435164
ko-2,2,,"Os rolos do BRB, o voto econômico e a trincheira em SP",2026-04-24T10:17:00-03:00,Aécio Neves,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Ana Clara Costa,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6601915056.mp3?updated=1777037706
ko-1,1,,A derrota de Lula e a farra da tigrada,2026-05-01T10:37:00-03:00,Otoni de Paula,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Celso Rocha de Barros,false,true,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1725695645.mp3?updated=1777644079
ko-1578,1578,,"Cirão do Master, névoas eleitorais e a viagem de Lula",2026-05-08T10:20:00-03:00,Augusto Cury,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU9940887238.mp3?updated=1778247286
ko-2098,2098,,"Vorcaro e Flávio, os bons companheiros",2026-05-15T09:30:00-03:00,Álvaro Dias,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,Fernando de Barros e Silva,false,true,0.99,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1925469111.mp3?updated=1778849445
ko-2619,2619,,"As mentiras de Flávio, o respiro de Lula e a volta de Messias",2026-05-22T09:57:00-03:00,Cabo Gilberto Silva,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.97,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU8625320306.mp3
ko-3144,3144,,"Terroristas, ladrões e trabalhadores",2026-05-29T09:27:00-03:00,Rodrigo Garcia,Fernando de Barros e Silva; Ana Clara Costa; Celso Rocha de Barros,,false,false,0.96,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1608393207.mp3
ko-3143,3143,,O tarifaço no Brasil e o judiciário em Lisboa,2026-06-05T09:51:00-03:00,Marco Feliciano,Ana Clara Costa; Celso Rocha de Barros; João Batista Júnior,,false,false,0.91,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU1074324078.mp3
ko-3141,3141,,"A delação rejeitada, a pesquisa suspensa e a votação contra o aborto legal",2026-06-18T16:23:00-03:00,Alexandre Kalil,Ana Clara Costa; Celso Rocha de Barros; João Batista Júnior,,false,false,0.98,,https://traffic.megaphone.fm/EDITORAALVINEGRALTDAREVISTAPIAU6077552323.mp3
